sku,category,name,unit,unit_price_ex_gst,currency,source_files,source_pages,status,review_reason
D1919,Chairs,D1919 PU leather High-quality PU leather + high-density sponge+ Wooden Inner Frame + metal legs black grey coffee 78*75*35 1 piece per carton leg frame individually packaged 0.21m³/piece 20kg,ea,801.55,AUD,chairs.pdf,8,OK,
D192,Chairs,D192 PU leather High-quality PU leather + high-density sponge+ Wooden Inner Frame + metal legs black grey coffee 87*76*65 2 pieces per carton leg frame individually packaged 0.23m³/piece 16kg,ea,601.17,AUD,chairs.pdf,9,OK,
D1925,Chairs,D1925 PU leather High-quality PU leather + high-density sponge+Doll Sponge+ Wooden Inner Frame + metal legs black grey coffee 110*80*52 4 pieces per carton leg frame individually packaged 0.13m³/piece 16kg,ea,551.07,AUD,chairs.pdf,8,OK,
D1926,Chairs,D1926 PU leather High-quality PU leather + high-density sponge+Doll Sponge+ Wooden Inner Frame + metal legs coffee+Off- white coffee+ grey 78*75*35 1 piece per carton leg frame individually packaged 0.21m³/piece 22kg,ea,851.65,AUD,chairs.pdf,7,OK,
D193,Chairs,D193 PU leather High-quality PU leather + high-density sponge+ Wooden Inner Frame + metal legs black grey coffee Earthy yellow 78*75*35 1 piece per carton leg frame individually packaged 0.21m³/piece 21kg,ea,801.55,AUD,chairs.pdf,10,OK,
D21,Chairs,D21 black frame With Seat Shell High-quality mesh fabric + high-density foam + PP + metal 73*41*62 1piece per carton,ea,671.3,AUD,chairs.pdf,26,OK,
D210,Chairs,D210 PU leather High-quality PU leather + high-density sponge+ Wooden Inner Frame + metal legs orange+Off- white coffee+ grey 78*66*35 2 pieces per carton leg frame individually packaged 0.2m³/piece 16kg,ea,801.55,AUD,chairs.pdf,6,OK,
D218,Chairs,D218 PU leather High-quality PU leather + high-density sponge+ Wooden Inner Frame + metal legs grey grey+coffee light grey+coffee 70*63*60 2 pieces per carton Includes leg frame 0.14m³/piece 15kg,ea,651.26,AUD,chairs.pdf,7,OK,
D219,Chairs,D219 PU leather High-quality PU leather + shaping sponge+ Wooden Inner Frame + metal legs coffee+Eart hy yellow coffee+Off- white 70*63*60 2 pieces per carton Includes leg frame 0.14m³/piece 15kg,ea,651.26,AUD,chairs.pdf,6,OK,
D2212,Chairs,D2212 PU leather High-quality PU leather + high-density sponge+ Wooden Inner Frame + metal legs Off- white+Beige grey,ea,851.65,AUD,chairs.pdf,5,OK,
D2215,Chairs,D2215 PU leather High-quality PU leather + high-density sponge+ Wooden Inner Frame + metal legs beige orange grey 0.36m³/piece 87*68*65 2 pieces per carton leg frame individually packaged 0.21m³/piece 14kg,ea,601.17,AUD,chairs.pdf,6,OK,
D231,Chairs,D231 PU leather High-quality PU leather + high-density sponge+Doll Sponge+ Wooden Inner Frame + metal legs black grey,ea,851.65,AUD,chairs.pdf,6,OK,
D3002,Chairs,D3002 black frame With Seat Shell *61*64 3piece per carton， leg inside,ea,3058.74,AUD,chairs.pdf,26,OK,
D3014-V,Chairs,D3014-V black frame With Seat Shell *61*64 3piece per carton，leg inside,ea,3466.74,AUD,chairs.pdf,25,OK,
D6615,Chairs,D6615 PU leather High-quality PU leather + high-density sponge+ Wooden Inner Frame + metal legs 2 pieces per carton External leg Frame,ea,851.65,AUD,chairs.pdf,14,OK,
D8006,Chairs,D8006 PU leather High-quality PU leather + high-density sponge+ Wooden Inner Frame + metal legs 2 pieces per carton External leg Frame 88*62*68 0.37m³ 18.3KGS,ea,1028.1,AUD,chairs.pdf,14,OK,
D821,Chairs,D821 PU leather High-quality PU leather + high-density sponge+ Wooden Inner Frame + metal legs 2 pieces per carton,ea,851.65,AUD,chairs.pdf,12,OK,
D8801,Chairs,D8801 PU leather High-quality PU leather + high-density sponge+ Wooden Inner Frame + metal legs 2 pieces per carton External leg Frame92*82*68 0.52m³ 19.3KGS,ea,1025.04,AUD,chairs.pdf,13,OK,
D8802,Chairs,D8802 PU leather High-quality PU leather + high-density sponge+ Wooden Inner Frame + metal legs 2 pieces per carton External leg Frame88*82*58 0.42m³ 20KGS,ea,1125.24,AUD,chairs.pdf,13,OK,
D8805,Chairs,D8805 PU leather High-quality PU leather + high-density sponge+ Wooden Inner Frame + metal legs 2 pieces per carton External leg Frame88*62*68 0.37m³ 21KG,ea,901.75,AUD,chairs.pdf,14,OK,
D8809,Chairs,D8809 PU leather High-quality PU leather + high-density sponge+ Wooden Inner Frame + metal legs 2 pieces per carton External leg Frame88*62*68 0.37m³ 20KGS,ea,951.85,AUD,chairs.pdf,13,OK,
D881,Chairs,D881 PU leather High-quality PU leather + high-density sponge+ Wooden Inner Frame + metal legs 2 pieces per carton External leg Frame88*62*68 0.37m³ 23.3KGS,ea,951.85,AUD,chairs.pdf,12,OK,
D8810,Chairs,D8810 PU leather High-quality PU leather + high-density sponge+ Wooden Inner Frame + metal legs 2 pieces per carton External leg Frame88*62*68 0.37m³ 20KGS,ea,1120.14,AUD,chairs.pdf,13,OK,
D9152,Chairs,D9152 PU leather High-quality PU leather + high-density sponge+ Wooden Inner Frame + metal legs black grey coffee 115*72*65 2 pieces per carton 0.27m³/piece 23kg,ea,651.26,AUD,chairs.pdf,9,OK,
K01,Chairs,K01 black frame black mesh High-quality mesh fabric + high-density foam + PP + metal 92*40*63 1piece per carton 16.3kg,ea,581.13,AUD,chairs.pdf,22,OK,
KL-333A,Chairs,KL-333A black frame High-quality mesh fabric + high-density foam + PP + metal 73*64*62cm 2piece per carton 15.5kg,ea,521.01,AUD,chairs.pdf,22,OK,
KL-333A-LP,Chairs,KL-333A-LP black frame High-quality mesh fabric + high-density foam + PP + metal 73*64*62cm 2piece per carton 15.95KG,ea,601.17,AUD,chairs.pdf,22,OK,
KL-333B-LP,Chairs,KL-333B-LP black frame High-quality mesh fabric + high-density foam + PP + metal 73*64*62cm 2piece per carton 14.6KGS,ea,561.09,AUD,chairs.pdf,23,OK,
KL-333C-LP,Chairs,KL-333C-LP black frame High-quality mesh fabric + high-density foam + PP + metal 73*64*62cm 2piece per carton 14.4KGS,ea,561.09,AUD,chairs.pdf,23,OK,
AM-01,LiYu (Supplier),AM-01 executive table 2800*1000（2000） *760H E1 grade MDF+ Desktop sticker wood veneer m³ 235KG,ea,0.63,AUD,LiYu Furniture Quotation - 2025.pdf,1,OK,
AM-21,LiYu (Supplier),AM-21 Conference table 4800*1500*760H E1 grade MDF+ Desktop sticker wood veneer m³ 355KG,ea,1350.0,AUD,LiYu Furniture Quotation - 2025.pdf,1,OK,
AM-31,LiYu (Supplier),AM-31 filing cabinet 3200*420*2000H E1 grade MDF+ wood veneer m³ 286KG,ea,1190.0,AUD,LiYu Furniture Quotation - 2025.pdf,1,OK,
AM-35,LiYu (Supplier),AM-35 cabinet 1250*400*1000H m³ 105KG,ea,0.16,AUD,LiYu Furniture Quotation - 2025.pdf,1,OK,
AM-71,LiYu (Supplier),AM-71 coffee table 1400*700*450 E1 grade MDF+ wood veneer m³ 55KG,ea,270.0,AUD,LiYu Furniture Quotation - 2025.pdf,1,OK,
AM-72,LiYu (Supplier),AM-72 coffee table 400*H450 E1 grade MDF+ wood veneer m³ 35KG,ea,0.05,AUD,LiYu Furniture Quotation - 2025.pdf,1,OK,
AM-91,LiYu (Supplier),AM-91 tea table 2400*800*760H E1 grade MDF+ Desktop sticker wood veneer m³ 165KG,ea,0.45,AUD,LiYu Furniture Quotation - 2025.pdf,1,OK,
CH-31,LiYu (Supplier),CH-31 File cabinet 2400*400*2000 E1 grade MDF+ E1 grade melamine fiber board m³ 200KG,ea,380.0,AUD,LiYu Furniture Quotation - 2025.pdf,8,OK,
D0614,LiYu (Supplier),D0614 staff table (2-seat) 1400*1200*1005 E1 grade melamine fiber board+metal m³ 90KG,ea,0.32,AUD,LiYu Furniture Quotation - 2025.pdf,20,OK,
D0614Y,LiYu (Supplier),D0614Y staff table (2-seat) Extended position 1400*1200*1005 E1 grade melamine fiber board m³ 80KG,ea,0.29,AUD,LiYu Furniture Quotation - 2025.pdf,20,OK,
D0712,LiYu (Supplier),D0712 staff table (1-seat) 1200*600*980 E1 grade melamine fiber board+metal m³ 35KG,ea,0.14,AUD,LiYu Furniture Quotation - 2025.pdf,19,OK,
D0712Y,LiYu (Supplier),D0712Y staff table (1-seat) Extended position 1200*600*980 E1 grade melamine fiber board+metal m³ 30KG,ea,0.12,AUD,LiYu Furniture Quotation - 2025.pdf,19,OK,
D0714,LiYu (Supplier),D0714 1400*600*980 m³ 38KG,ea,0.15,AUD,LiYu Furniture Quotation - 2025.pdf,19,OK,
D0714Y,LiYu (Supplier),D0714Y position 1400*600*980 m³ 33KG,ea,0.13,AUD,LiYu Furniture Quotation - 2025.pdf,19,OK,
D0812Y,LiYu (Supplier),D0812Y staff table (2-seat) Extended position 1200*1200*980 E1 grade melamine fiber board m³ 65KG,ea,0.23,AUD,LiYu Furniture Quotation - 2025.pdf,19,OK,
D0814,LiYu (Supplier),D0814 1400*1200*980 m³ 75KG,ea,0.27,AUD,LiYu Furniture Quotation - 2025.pdf,19,OK,
D0814Y,LiYu (Supplier),D0814Y position 1400*1200*980 m³ 70KG,ea,0.25,AUD,LiYu Furniture Quotation - 2025.pdf,19,OK,
D0924,LiYu (Supplier),D0924 staff table (4-seat) 2400*1200*750 E1 grade melamine fiber board+metal m³ 110KG,ea,0.4,AUD,LiYu Furniture Quotation - 2025.pdf,20,OK,
D0928,LiYu (Supplier),D0928 2800*1200*750 m³ 100KG,ea,0.42,AUD,LiYu Furniture Quotation - 2025.pdf,20,OK,
FLCJ-73,LiYu (Supplier),FLCJ-73 coffee table W1200*D600*H450 E1 grade melamine fiber board m³ 26KG,ea,0.12,AUD,LiYu Furniture Quotation - 2025.pdf,14;15,OK,
FLCJ-73B,LiYu (Supplier),FLCJ-73B coffee table W600*D600*H450 E1 grade melamine fiber board m³ 13KG,ea,0.05,AUD,LiYu Furniture Quotation - 2025.pdf,14;15,OK,
FLGZ-71C,LiYu (Supplier),FLGZ-71C filing cabinet W2000*D400*H2000 E1 grade melamine fiber board m³ 151KG,ea,210.0,AUD,LiYu Furniture Quotation - 2025.pdf,14,OK,
FLGZ-71D,LiYu (Supplier),FLGZ-71D filing cabinet W2000*D400*H2000 E1 grade melamine fiber board m³ 151KG,ea,210.0,AUD,LiYu Furniture Quotation - 2025.pdf,15,OK,
FLGZ-81,LiYu (Supplier),FLGZ-81 filing cabinet W2400*D400*H2000 E1 grade MDF+ wood veneer m³ 211KG,ea,0.45,AUD,LiYu Furniture Quotation - 2025.pdf,8,OK,
FLGZ-83B,LiYu (Supplier),FLGZ-83B filing cabinet W2400*D400*H2000 E1 grade MDF+ E1 grade melamine fiber board+glass m³ 194KG,ea,370.0,AUD,LiYu Furniture Quotation - 2025.pdf,13,OK,
FLGZ-84B,LiYu (Supplier),FLGZ-84B filing cabinet W3200*D400*H2000 E1 grade MDF+ E1 grade melamine fiber board+glass m³ 247KG,ea,500.0,AUD,LiYu Furniture Quotation - 2025.pdf,13,OK,
FLGZ-86,LiYu (Supplier),FLGZ-86 filing cabinet W2400*D400*H2000 E1 grade MDF+ E1 grade melamine fiber board+glass m³ 198KG,ea,370.0,AUD,LiYu Furniture Quotation - 2025.pdf,13,OK,
FLGZ-87,LiYu (Supplier),FLGZ-87 filing cabinet W3200*D400*H2000 E1 grade MDF+ E1 grade melamine fiber board+glass m³ 246KG,ea,490.0,AUD,LiYu Furniture Quotation - 2025.pdf,13,OK,
FLZZ-104,LiYu (Supplier),FLZZ-104 executive table W2000*D1800*H750 E1 grade MDF+ E1 grade melamine fiber board m³ 128KG,ea,0.35,AUD,LiYu Furniture Quotation - 2025.pdf,13,OK,
FLZZ-70B,LiYu (Supplier),FLZZ-70B executive table W1600*D1600*H750 E1 grade melamine fiber board m³ 88KG,ea,190.0,AUD,LiYu Furniture Quotation - 2025.pdf,13,OK,
FLZZ-70C,LiYu (Supplier),FLZZ-70C executive table W1600*D800*H750 E1 grade melamine fiber board m³ 71KG,ea,180.0,AUD,LiYu Furniture Quotation - 2025.pdf,14,OK,
FLZZ-70E,LiYu (Supplier),FLZZ-70E manager table W1600*D800*H750 E1 grade melamine fiber board m³ 71KG,ea,180.0,AUD,LiYu Furniture Quotation - 2025.pdf,15,OK,
FLZZ-85,LiYu (Supplier),FLZZ-85 executive table W1800*D2000*H750 E1 grade MDF+ E1 grade melamine fiber board m³ 138KG,ea,410.0,AUD,LiYu Furniture Quotation - 2025.pdf,13,OK,
FLZZ-89,LiYu (Supplier),FLZZ-89 executive table W2000*D1950*H750 E1 grade MDF+ Desktop sticker wood veneer+metal m³ 155KG,ea,0.45,AUD,LiYu Furniture Quotation - 2025.pdf,8,OK,
GH-06,LiYu (Supplier),GH-06 executive table 2000*1800*760 E1 grade MDF+ E1 grade melamine fiber board m³ 139KG,ea,350.0,AUD,LiYu Furniture Quotation - 2025.pdf,7,OK,
GH-21,LiYu (Supplier),GH-21 executive table 2400*1100*760 E1 grade MDF+ E1 grade melamine fiber board m³ 107KG,ea,330.0,AUD,LiYu Furniture Quotation - 2025.pdf,6,OK,
GH-23,LiYu (Supplier),GH-23 Conference table 3600*1500*750 E1 grade MDF+ E1 grade melamine fiber board m³ 190KG,ea,700.0,AUD,LiYu Furniture Quotation - 2025.pdf,8,OK,
GH-30,LiYu (Supplier),GH-30 filing cabinet 2400*400*1900H E1 grade MDF+ E1 grade melamine fiber board m³ 172KG,ea,360.0,AUD,LiYu Furniture Quotation - 2025.pdf,6,OK,
GH-40,LiYu (Supplier),GH-40 coffee table 1200*600*450 E1 grade MDF+ E1 grade melamine fiber board m³ 42KG,ea,0.1,AUD,LiYu Furniture Quotation - 2025.pdf,6,OK,
GH-50,LiYu (Supplier),GH-50 cabinet 1600*400*800 E1 grade MDF+ E1 grade melamine fiber board m³ 66KG,ea,150.0,AUD,LiYu Furniture Quotation - 2025.pdf,8,OK,
GH-54,LiYu (Supplier),GH-54 coffee table 1200W*600D*420H mm E1 grade MDF+ E1 grade melamine fiber board m³ 22KG,ea,125.0,AUD,LiYu Furniture Quotation - 2025.pdf,8,OK,
GH-55,LiYu (Supplier),GH-55 coffee table 600W*600D*420H mm E1 grade MDF+ E1 grade melamine fiber board m³ 15KG,ea,100.0,AUD,LiYu Furniture Quotation - 2025.pdf,8,OK,
JZ-14H,LiYu (Supplier),JZ-14H 4600*1400*750 m³ 300KG,ea,0.6,AUD,LiYu Furniture Quotation - 2025.pdf,23,OK,
JZ-14H30,LiYu (Supplier),JZ-14H30 3000*1200*750 E1 grade m³ 130KG,ea,0.36,AUD,LiYu Furniture Quotation - 2025.pdf,23,OK,
JZ-14H36,LiYu (Supplier),JZ-14H36 3600*1400*750 board m³ 210KG,ea,0.51,AUD,LiYu Furniture Quotation - 2025.pdf,23,OK,
JZ14H24,LiYu (Supplier),JZ14H24 Conference table 2400*1200*750 E1 grade melamine fiber board m³ 100KG,ea,0.28,AUD,LiYu Furniture Quotation - 2025.pdf,23,OK,
MG-04,LiYu (Supplier),MG-04 coffee table 1400W*700D*400H E1 grade MDF+ E1 grade melamine fiber board m³ 67KG,ea,0.15,AUD,LiYu Furniture Quotation - 2025.pdf,12,OK,
MG-05,LiYu (Supplier),MG-05 coffee table 700W*700D*400H E1 grade melamine fiber board m³ 24KG,ea,0.06,AUD,LiYu Furniture Quotation - 2025.pdf,12,OK,
MG-06,LiYu (Supplier),MG-06 Conference table 2400W*1100D*750H E1 grade melamine fiber board m³ 115KG,ea,0.34,AUD,LiYu Furniture Quotation - 2025.pdf,12,OK,
NK-6009,LiYu (Supplier),NK-6009 executive table 2200*900*760 E1 grade MDF+ Desktop sticker wood veneer m³ 225KG,ea,550.0,AUD,LiYu Furniture Quotation - 2025.pdf,5,OK,
QF-01A,LiYu (Supplier),QF-01A staff table (1-seat) W1400*D600*H750 E1 grade melamine fiber board+metal m³ 53KG,ea,0.12,AUD,LiYu Furniture Quotation - 2025.pdf,16,OK,
QF-02A,LiYu (Supplier),QF-02A filing cabinet W2000*D400*H1950 E1 grade melamine fiber board m³ 158KG,ea,210.0,AUD,LiYu Furniture Quotation - 2025.pdf,17,OK,
QF-03A,LiYu (Supplier),QF-03A cabinet W800*D400*H860 E1 grade melamine fiber board m³ 35KG,ea,0.07,AUD,LiYu Furniture Quotation - 2025.pdf,17,OK,
QF-04A,LiYu (Supplier),QF-04A cabinet W800*D400*H1200 E1 grade melamine fiber board m³ 42KG,ea,0.08,AUD,LiYu Furniture Quotation - 2025.pdf,17,OK,
QF-05,LiYu (Supplier),QF-05 Conference table W1800*D800*H750 E1 grade melamine fiber board+metal m³ 41KG,ea,0.15,AUD,LiYu Furniture Quotation - 2025.pdf,17,OK,
QF-06A,LiYu (Supplier),QF-06A Conference table W2400*D1200*H750 E1 grade melamine fiber board+metal m³ 90KG,ea,185.0,AUD,LiYu Furniture Quotation - 2025.pdf,17,OK,
QF-07A,LiYu (Supplier),QF-07A Conference table W3200*D1200*H750 E1 grade melamine fiber board+metal m³ 110KG,ea,0.34,AUD,LiYu Furniture Quotation - 2025.pdf,17,OK,
QF-08A,LiYu (Supplier),QF-08A staff table (2-seat) W1200*D1200*H750 E1 grade melamine fiber board+metal m³ 70KG,ea,0.24,AUD,LiYu Furniture Quotation - 2025.pdf,17,OK,
QF-09A,LiYu (Supplier),QF-09A staff table (2-seat) Extended position W1200*D1200*H750 E1 grade melamine fiber board m³ 65KG,ea,0.18,AUD,LiYu Furniture Quotation - 2025.pdf,17,OK,
QF-10A,LiYu (Supplier),QF-10A staff table (1-seat) W1200*D600*H750 E1 grade melamine fiber board+metal m³ 35KG,ea,0.1,AUD,LiYu Furniture Quotation - 2025.pdf,17,OK,
QF-11A,LiYu (Supplier),QF-11A staff table (1-seat) Extended position W1200*D600*H750 E1 grade melamine fiber board m³ 30KG,ea,0.07,AUD,LiYu Furniture Quotation - 2025.pdf,17,OK,
QF-12A,LiYu (Supplier),QF-12A staff table (2-seat) W1500*D2400*H750 E1 grade melamine fiber board+metal m³ 126KG,ea,0.4,AUD,LiYu Furniture Quotation - 2025.pdf,18,OK,
QF-13A,LiYu (Supplier),QF-13A staff table (2-seat) Extended position W1500*D2400*H750 E1 grade melamine fiber board m³ 120KG,ea,0.33,AUD,LiYu Furniture Quotation - 2025.pdf,18,OK,
QF-14A,LiYu (Supplier),QF-14A staff table (2-seat) W1550*D1200*H750 E1 grade melamine fiber board+metal m³ 92KG,ea,0.3,AUD,LiYu Furniture Quotation - 2025.pdf,18,OK,
QF-15A,LiYu (Supplier),QF-15A staff table (2-seat) Extended position W1550*D1200*H750 E1 grade melamine fiber board m³ 87KG,ea,0.28,AUD,LiYu Furniture Quotation - 2025.pdf,18,OK,
QS-01,LiYu (Supplier),QS-01 executive table 2400W*2100D*768H E1 grade MDF+MFC+ Desktop wood veneer m³ 242KG,ea,0.67,AUD,LiYu Furniture Quotation - 2025.pdf,10,OK,
QS-02,LiYu (Supplier),QS-02 executive table 2400W*2100D*768H E1 grade MDF+MFC+ Desktop wood veneer m³ 223 KG,ea,525.0,AUD,LiYu Furniture Quotation - 2025.pdf,10,OK,
QS-03,LiYu (Supplier),QS-03 filing cabinet 3800W*439D*2000H E1 grade MDF+ E1 grade melamine fiber board+glass m³ 283KG,ea,0.75,AUD,LiYu Furniture Quotation - 2025.pdf,11,OK,
QS-04,LiYu (Supplier),QS-04 filing cabinet 3000W*439D*2000H E1 grade MDF+ E1 grade melamine fiber board+glass m³ 241KG,ea,0.52,AUD,LiYu Furniture Quotation - 2025.pdf,11,OK,
QS-05,LiYu (Supplier),QS-05 filing cabinet 2400W*420D*2000H E1 grade MDF+ E1 grade melamine fiber board+glass m³ 187KG,ea,0.28,AUD,LiYu Furniture Quotation - 2025.pdf,11,OK,
QS-06,LiYu (Supplier),QS-06 manager table 2000W*1800D*768H E1 grade MDF+ E1 grade melamine fiber board+PU leather m³ 130KG,ea,0.36,AUD,LiYu Furniture Quotation - 2025.pdf,10,OK,
QS-07,LiYu (Supplier),QS-07 Conference table 2400W*1100D*768H E1 grade MDF+ E1 grade melamine fiber board m³ 109KG,ea,0.43,AUD,LiYu Furniture Quotation - 2025.pdf,11,OK,
QS-08,LiYu (Supplier),QS-08 Conference table 3000W*1200D*768H E1 grade MDF+ E1 grade melamine fiber board m³ 183KG,ea,0.59,AUD,LiYu Furniture Quotation - 2025.pdf,11,OK,
QS-09,LiYu (Supplier),QS-09 Conference table 4800W*1600D*768H E1 grade MDF+ E1 grade melamine fiber board m³ 346KG,ea,0.89,AUD,LiYu Furniture Quotation - 2025.pdf,11,OK,
QS-10,LiYu (Supplier),QS-10 cabinet 1500W*420D*800H E1 grade MDF+ E1 grade melamine fiber board m³ 68KG,ea,0.02,AUD,LiYu Furniture Quotation - 2025.pdf,11,OK,
QS-11,LiYu (Supplier),QS-11 coffee table 1400W*700D*400H E1 grade MDF+ E1 grade melamine fiber board+PU leather m³ 68KG,ea,0.07,AUD,LiYu Furniture Quotation - 2025.pdf,11,OK,
QS-12,LiYu (Supplier),QS-12 coffee table 600W*600D*400H m³ 32KG,ea,0.02,AUD,LiYu Furniture Quotation - 2025.pdf,11,OK,
TES-002,LiYu (Supplier),TES-002 side cabinet 1280*600*650 E0 grade high- density board + sticker wood veneer+stainle ss steel m³ 60KG,ea,600.0,AUD,LiYu Furniture Quotation - 2025.pdf,6,OK,
TES-003,LiYu (Supplier),TES-003 Conference table 3600*1400*750 E0 grade high- density board + sticker wood veneer+stainle ss steel m³ 260KG,ea,2060.0,AUD,LiYu Furniture Quotation - 2025.pdf,6,OK,
TES-005,LiYu (Supplier),TES-005 filing cabinet 3600*500*2000 E0 grade high- density board + sticker wood veneer m³ 350KG,ea,2300.0,AUD,LiYu Furniture Quotation - 2025.pdf,6,OK,
TES-006,LiYu (Supplier),TES-006 cabinet 800*420*1200 E0 grade high- density board + sticker wood veneer m³ 48KG,ea,0.24,AUD,LiYu Furniture Quotation - 2025.pdf,7,OK,
TES-007,LiYu (Supplier),TES-007 tea table 1800*900*750 E0 grade high- density board + sticker wood veneer+natural marble m³ 140KG,ea,1200.0,AUD,LiYu Furniture Quotation - 2025.pdf,7,OK,
TES-008,LiYu (Supplier),TES-008 Negotiation table 1100*1100*750 E0 grade high- density board + sticker wood veneer+stainle ss steel m³ 35KG,ea,0.62,AUD,LiYu Furniture Quotation - 2025.pdf,7,OK,
TES-009,LiYu (Supplier),TES-009 coffee table 1400*700*450 E0 grade high- density board + sticker wood veneer+stainle ss steel m³ 75KG,ea,0.45,AUD,LiYu Furniture Quotation - 2025.pdf,7,OK,
TES-010,LiYu (Supplier),TES-010 coffee table 700*700*450 E0 grade high- density board + sticker wood veneer+stainle ss steel m³ 45KG,ea,0.33,AUD,LiYu Furniture Quotation - 2025.pdf,7,OK,
W1400,LiYu (Supplier),W1400*D600*H750 melamine fiber m³ 53KG,ea,0.12,AUD,LiYu Furniture Quotation - 2025.pdf,16,OK,
W3800,LiYu (Supplier),W3800*D1200*H750 m³ 156KG,ea,450.0,AUD,LiYu Furniture Quotation - 2025.pdf,14;16,OK,
W400,LiYu (Supplier),W400*D400*H560 melamine fiber m³ 17KG,ea,0.01,AUD,LiYu Furniture Quotation - 2025.pdf,16,OK,
W4200,LiYu (Supplier),W4200*D1380*H750 m³ 140KG,ea,0.42,AUD,LiYu Furniture Quotation - 2025.pdf,17,OK,
W4500,LiYu (Supplier),W4500*D1400*H750 board m³ 201KG,ea,580.0,AUD,LiYu Furniture Quotation - 2025.pdf,14;16,OK,
W5500,LiYu (Supplier),FLHYZ- 97A Conference table W5500*D1500*H750 E1 grade melamine fiber board m³ 245KG,ea,780.0,AUD,LiYu Furniture Quotation - 2025.pdf,14;16,OK,
W7000,LiYu (Supplier),W7000*D1600*H750 m³ 292KG,ea,990.0,AUD,LiYu Furniture Quotation - 2025.pdf,14;16,OK,
ZB-03,LiYu (Supplier),ZB-03 manager table 1800*1600*760 E1 grade melamine fiber board+metal m³ 98 KG,ea,0.25,AUD,LiYu Furniture Quotation - 2025.pdf,2,OK,
ZB-11,LiYu (Supplier),ZB-11 staff table (4-seat) 2400*1200*750 E1 grade melamine fiber board+metal m³ 137 KG,ea,230.0,AUD,LiYu Furniture Quotation - 2025.pdf,3,OK,
ZB-19,LiYu (Supplier),ZB-19 staff table (2-seat) 1200*1200*750 E1 grade melamine fiber board+metal m³ 69KG,ea,0.3,AUD,LiYu Furniture Quotation - 2025.pdf,4,OK,
ZB-21,LiYu (Supplier),ZB-21 Conference table 3800*1500*760H E1 grade MDF+ E1 grade melamine fiber board+metal m³ 175 KG,ea,0.65,AUD,LiYu Furniture Quotation - 2025.pdf,2,OK,
ZB-22,LiYu (Supplier),ZB-22 Conference table 2200*1100*750H E1 grade melamine fiber board m³ 70 KG,ea,0.25,AUD,LiYu Furniture Quotation - 2025.pdf,4,OK,
ZB-31,LiYu (Supplier),ZB-31 filing cabinet 3200*400*2000H E1 grade MDF+ E1 grade melamine fiber board m³ 275 KG,ea,550.0,AUD,LiYu Furniture Quotation - 2025.pdf,2,OK,
ZB-32,LiYu (Supplier),ZB-32 filing cabinet 2400*400*2000 E1 grade melamine fiber board m³ 208 KG,ea,330.0,AUD,LiYu Furniture Quotation - 2025.pdf,2,OK,
ZB-33,LiYu (Supplier),ZB-33 filing cabinet 2400*400*2000 E1 grade melamine fiber board m³ 179 KG,ea,230.0,AUD,LiYu Furniture Quotation - 2025.pdf,3,OK,
ZB-34,LiYu (Supplier),ZB-34 cabinet 1200*400*900H E1 grade melamine fiber board+metal m³ 52 KG,ea,0.1,AUD,LiYu Furniture Quotation - 2025.pdf,3,OK,
ZB-35,LiYu (Supplier),ZB-35 cabinet 1200*400*1000H E1 grade MDF+ E1 grade melamine fiber board m³ 53 KG,ea,100.0,AUD,LiYu Furniture Quotation - 2025.pdf,2,OK,
ZB-39,LiYu (Supplier),ZB-39 cabinet 800W*400D*800H E1 grade melamine fiber board m³ 35 KG,ea,0.1,AUD,LiYu Furniture Quotation - 2025.pdf,4,OK,
ZB-40,LiYu (Supplier),ZB-40 Negotiation table φ800 E1 grade melamine fiber board m³ 14 KG,ea,0.15,AUD,LiYu Furniture Quotation - 2025.pdf,4,OK,
ZB-71,LiYu (Supplier),ZB-71 coffee table 1400W*700D*450H E1 grade MDF+ E1 grade melamine fiber board+metal m³ 40 KG,ea,240.0,AUD,LiYu Furniture Quotation - 2025.pdf,2,OK,
ZB-72,LiYu (Supplier),ZB-72 coffee table φ400*450H E1 grade MDF+ E1 grade melamine fiber board+metal m³ 15 KG,ea,190.0,AUD,LiYu Furniture Quotation - 2025.pdf,2,OK,
ZB-88,LiYu (Supplier),ZB-88 Reception table 3000*800*1000H E1 grade MDF+metal m³ 240 KG,ea,630.0,AUD,LiYu Furniture Quotation - 2025.pdf,5,OK,
S03,Sofas,25-S03 $seats+ 1 seat 205*105*72 67 Eco Anti-Wrinkle Flannel+3350High- density High-resilience Foam 400 122*43*43 +116*34*3 4 0.36 58.7 2,ea,499.0,AUD,sofas1.pdf,1,OK,
S04,Sofas,25-S04 $sofa 1 seat+pouf 118*120*93 60 Teddy Fleece+3350High- density High-resilience Foam 320/110 0 120*35*35 0.15 30 1,ea,379.0,AUD,sofas1.pdf,1,OK,
S05,Sofas,25-S05 $sofa 3 seats 300*11*930 3350High-density High- resilience Foam 320/1100 116*31*62 100*28*28 0.30 57 2,ea,499.0,AUD,sofas1.pdf,1,OK,
S06,Sofas,25-S06 $sofa 4 seats 310*103/160* 75 60 Eco Anti-Wrinkle Flannel+3350High- density High-resilience Foam 400 115*30*30 *2+120*40 *40 0.40 72.6 3,ea,486.0,AUD,sofas1.pdf,1,OK,
